Data;ID_venda;Filial;Vendedor;Nome_produto;Nome_cliente;Genero_cliente;Forma_pagamento
28/05/2021;862570;São Paulo;Theo da Cruz;Beira Rio;Maria Flor Pires;Feminino;Cartão de débito
25/05/2021;439580;Curitiba;Sr. Luan Fernandes;Lacoste;Mariana Campos;Masculino;PIX
11/05/2021;556620;Porto Alegre;Mathias Leão;Dunk;Lucas Gabriel Pastor;Feminino;Cartão de débito
21/05/2021;603492;Curitiba;Pedro Henrique Casa Grande;Jordan;Valentina Castro;Masculino;Cartão de débito
26/05/2021;759518;Belo Horizonte;Clarice Nogueira;Anabela;Davi Moura;Feminino;PIX
04/05/2021;734701;Belo Horizonte;Thales Viana;Cambio;Otávio Nascimento;Feminino;Cartão de débito
11/05/2021;180473;São Paulo;Pedro Lucas da Luz;Jordan;Eduarda Aparecida;Feminino;Cartão de crédito
28/05/2021;404606;São Paulo;Nathan Montenegro;Havaianas;Luna Gonçalves;Masculino;Cartão de crédito
10/05/2021;973766;Curitiba;Sr. Luan Fernandes;Beira Rio;Luan Pires;Masculino;PIX
22/05/2021;626597;São Paulo;Theo da Cruz;Papete;Cauã Ribeiro;Masculino;Cartão de débito
26/05/2021;198467;Rio de Janeiro;Leandro da Costa;Mercurial;Sr. Gael Camargo;Feminino;PIX
03/05/2021;547611;Porto Alegre;Davi Luiz Farias;Predator;Marcos Vinicius Santos;Masculino;PIX
09/05/2021;660295;Porto Alegre;Isabelly Cirino;Anabela;Lorenzo Lima;Feminino;Cartão de débito
07/05/2021;725994;Rio de Janeiro;Rafaela Rodrigues;Dunk;Olivia Albuquerque;Feminino;PIX
05/05/2021;535269;Rio de Janeiro;Dr. Breno Ramos;Melissa;Thiago Peixoto;Feminino;PIX
24/05/2021;121392;São Paulo;Dr. Lorenzo Camargo;Predator;Dra. Olivia Azevedo;Masculino;Cartão de débito
16/05/2021;779545;Porto Alegre;Marina da Mota;Lacoste;Lorenzo Moraes;Feminino;Cartão de débito
13/05/2021;241692;Curitiba;Luiz Henrique Nogueira;Rasteira;Gabrielly Sales;Feminino;Cartão de débito
10/05/2021;479101;Belo Horizonte;Dr. Luan Borges;Vizzano;Srta. Marcela Mendes;Masculino;Cartão de débito
12/05/2021;230703;São Paulo;Pietro Alves;Havaianas;Beatriz Rios;Feminino;Cartão de débito
16/05/2021;519832;Curitiba;Oliver Sales;Melissa;Sofia Sampaio;Masculino;Cartão de débito
30/05/2021;752693;Porto Alegre;Enzo Gabriel Guerra;Tiririca;Dra. Evelyn Marques;Feminino;Cartão de débito
28/05/2021;938904;Belo Horizonte;Sr. Valentim Duarte;Nemeziz;Bruno Mendonça;Masculino;Cartão de débito
20/05/2021;399908;Porto Alegre;Igor Porto;Predator;Lucas da Luz;Masculino;PIX
21/05/2021;184460;Rio de Janeiro;João Miguel Fonseca;Predator;Gabriel Oliveira;Feminino;PIX
13/05/2021;777334;Rio de Janeiro;Leandro da Costa;Copa;Anthony Mendes;Feminino;PIX
09/05/2021;660573;Belo Horizonte;Thales Viana;Vermelha;Alana Ramos;Masculino;PIX
21/05/2021;440992;Porto Alegre;Enzo Gabriel Guerra;Palace;Davi Lucas da Costa;Masculino;Cartão de débito
01/05/2021;847368;Belo Horizonte;Clarice Nogueira;Palace;Felipe Peixoto;Masculino;Cartão de crédito
31/05/2021;831438;São Paulo;Dr. Lorenzo Camargo;Lacoste;Ana Laura Leão;Feminino;Cartão de crédito
12/05/2021;652783;Porto Alegre;Dr. Davi Luiz Rezende;Lacoste;Dr. João Fonseca;Masculino;Cartão de débito
18/05/2021;402928;Belo Horizonte;Dr. Marcelo Teixeira;Dunk;Apollo Pires;Masculino;PIX
23/05/2021;144110;Belo Horizonte;Maitê Jesus;Cambio;Maria Eduarda da Luz;Masculino;Cartão de crédito
06/05/2021;271062;Porto Alegre;Isabelly Cirino;Vizzano;Marcela da Rocha;Feminino;Cartão de débito
25/05/2021;180619;Belo Horizonte;Dr. Marcelo Teixeira;Nemeziz;Luiz Felipe Cirino;Feminino;Cartão de crédito
27/05/2021;497011;Porto Alegre;Davi Luiz Farias;Copa;Luísa Cirino;Feminino;Cartão de débito
23/05/2021;106191;Porto Alegre;Isabelly Cirino;Melissa;Srta. Cecília Marques;Masculino;Cartão de crédito
06/05/2021;435983;Porto Alegre;Isabelly Cirino;Dunk;Ayla Rios;Feminino;PIX
29/05/2021;909081;Curitiba;Valentim Barbosa;Palace;Melissa Carvalho;Feminino;Cartão de crédito
06/05/2021;465148;São Paulo;Theo da Cruz;Palha;Marcelo Ramos;Feminino;Cartão de crédito
07/05/2021;308418;Rio de Janeiro;Leandro da Costa;Beira Rio;Maria Isis Vieira;Masculino;PIX
17/05/2021;341199;São Paulo;Pietro Alves;Papete;Eloá Garcia;Feminino;Cartão de crédito
11/05/2021;437335;Curitiba;Valentim Barbosa;Vizzano;Srta. Melissa Siqueira;Feminino;PIX
24/05/2021;204717;Belo Horizonte;Dr. Luan Borges;Topper;Pietra Marques;Masculino;Cartão de crédito
02/05/2021;691389;São Paulo;Murilo Cavalcante;Beira Rio;Sr. Davi Miguel da Luz;Feminino;Cartão de crédito
28/05/2021;335209;Curitiba;Gael Henrique Siqueira;Nemeziz;Bernardo Aparecida;Feminino;Cartão de débito
26/05/2021;277897;Curitiba;Samuel das Neves;Melissa;Helena Garcia;Masculino;Cartão de débito
22/05/2021;298999;São Paulo;Nathan Montenegro;Palace;Davi Lucas Araújo;Masculino;Cartão de crédito
23/05/2021;999205;Belo Horizonte;Thales Viana;Cambio;Brenda da Conceição;Masculino;Cartão de crédito
28/05/2021;256814;Porto Alegre;Davi Luiz Farias;Vermelha;Emilly Moraes;Feminino;Cartão de crédito
11/06/2021;598799;Curitiba;Luiz Henrique Nogueira;Vizzano;Igor da Cunha;Masculino;Cartão de débito
10/06/2021;659816;Porto Alegre;Isabelly Cirino;Papete;Dr. Luiz Gustavo Pimenta;Feminino;Cartão de débito
20/06/2021;876258;Belo Horizonte;Francisco Macedo;Beira Rio;Maria Clara Jesus;Masculino;PIX
29/06/2021;401195;Belo Horizonte;Dr. Marcelo Teixeira;Topper;Renan Correia;Feminino;Cartão de débito
04/06/2021;804338;Curitiba;Samuel das Neves;Havaianas;Emilly Araújo;Feminino;Cartão de crédito
21/06/2021;980281;Curitiba;Valentim Barbosa;Dunk;Lorena Nascimento;Masculino;PIX
23/06/2021;750115;Curitiba;Gael Henrique Siqueira;Melissa;Vicente Alves;Feminino;Cartão de débito
17/06/2021;278504;Curitiba;Pedro Henrique Casa Grande;Nemeziz;Caio Duarte;Feminino;Cartão de crédito
18/06/2021;173180;Porto Alegre;Marina da Mota;Palace;Thomas Pastor;Masculino;Cartão de crédito
30/06/2021;107398;Rio de Janeiro;Dr. Luigi Nascimento;Dunk;Maria Andrade;Feminino;PIX
19/06/2021;689925;Porto Alegre;Mathias Leão;Anabela;Carolina Fogaça;Masculino;Cartão de débito
19/06/2021;248324;Rio de Janeiro;João Miguel Fonseca;Melissa;Clarice Gomes;Masculino;Cartão de débito
28/06/2021;461364;São Paulo;Valentim da Paz;Vizzano;Alexandre das Neves;Masculino;Cartão de débito
01/06/2021;884984;Rio de Janeiro;Dr. Luigi Nascimento;Havaianas;Nathan Sá;Feminino;PIX
01/06/2021;266069;Porto Alegre;Igor Porto;Air Force 1;Bento da Cunha;Masculino;Cartão de crédito
25/06/2021;846738;Curitiba;Gael Henrique Siqueira;Copa;Dr. Luiz Gustavo Mendes;Masculino;Cartão de crédito
01/06/2021;158190;Porto Alegre;Mathias Leão;Rasteira;José Dias;Masculino;Cartão de débito
14/06/2021;750270;Curitiba;Sr. Luan Fernandes;Copa;Hadassa Nogueira;Masculino;Cartão de crédito
29/06/2021;761183;Rio de Janeiro;Pedro Aparecida;Jordan;Maria Vitória Santos;Feminino;PIX
15/06/2021;686436;São Paulo;Nathan Montenegro;Havaianas;Gabrielly Vargas;Feminino;Cartão de débito
12/06/2021;429377;Rio de Janeiro;João da Luz;Cambio;Ana Laura Machado;Masculino;Cartão de débito
15/06/2021;855685;Curitiba;Luiz Henrique Nogueira;Rasteira;Lívia Silva;Masculino;Cartão de débito
20/06/2021;229555;Porto Alegre;Marina da Mota;Vizzano;Letícia Pereira;Masculino;Cartão de crédito
21/06/2021;951532;Porto Alegre;Mathias Leão;Alpargata;Sr. João Pedro Nogueira;Masculino;PIX
19/06/2021;145799;Rio de Janeiro;Rafaela Rodrigues;Anabela;Luiz Felipe Rocha;Masculino;PIX
05/06/2021;921310;São Paulo;Pietro Alves;Lacoste;Otávio Pinto;Feminino;PIX
02/06/2021;891423;São Paulo;Pedro Lucas da Luz;Tiririca;Sophie Ribeiro;Feminino;PIX
15/06/2021;748878;Porto Alegre;Dr. Davi Luiz Rezende;Predator;Pietro Rezende;Masculino;Cartão de crédito
13/06/2021;370675;Porto Alegre;Davi Luiz Farias;Jordan;Esther Cunha;Feminino;Cartão de débito
24/06/2021;195801;Porto Alegre;Isabelly Cirino;Lacoste;Sr. Benicio Martins;Feminino;Cartão de crédito
22/06/2021;755203;Curitiba;Gael Henrique Siqueira;Palha;Srta. Natália Pires;Masculino;Cartão de débito
04/06/2021;832848;Belo Horizonte;Clarice Nogueira;Havaianas;Yan Peixoto;Masculino;PIX
02/06/2021;957247;Porto Alegre;Dr. Davi Luiz Rezende;Nemeziz;Fernanda Teixeira;Feminino;Cartão de débito
17/06/2021;815065;Curitiba;Sr. Luan Fernandes;Tiririca;Mateus Pires;Masculino;Cartão de débito
10/06/2021;880252;São Paulo;Nathan Montenegro;Blazer;Caroline Rodrigues;Masculino;Cartão de débito
06/06/2021;285507;Porto Alegre;Igor Porto;Palace;Natália Moura;Feminino;Cartão de débito
06/06/2021;520541;Belo Horizonte;Maitê Jesus;Nemeziz;André Silveira;Feminino;Cartão de crédito
29/06/2021;918901;Curitiba;Oliver Sales;Palace;Dra. Ana Carolina Cavalcanti;Feminino;Cartão de crédito
05/06/2021;511142;Belo Horizonte;Sr. Valentim Duarte;Vermelha;Srta. Sabrina Viana;Masculino;PIX
10/06/2021;379637;São Paulo;Dr. Lorenzo Camargo;X;Pedro Henrique Souza;Feminino;Cartão de débito
12/06/2021;364228;Porto Alegre;Mathias Leão;Vermelha;Ana Albuquerque;Feminino;PIX
16/06/2021;690328;São Paulo;Murilo Cavalcante;Vermelha;Theo Fernandes;Masculino;Cartão de crédito
16/06/2021;288474;Rio de Janeiro;Rafaela Rodrigues;Vizzano;Hellena da Mota;Masculino;PIX
09/06/2021;960303;São Paulo;Dr. Lorenzo Camargo;X;Liam da Conceição;Feminino;PIX
07/06/2021;328409;São Paulo;Pedro Lucas da Luz;Vermelha;Carolina Farias;Feminino;Cartão de crédito
14/06/2021;901269;Belo Horizonte;Sr. Valentim Duarte;Topper;Dra. Cecília Almeida;Feminino;PIX
20/06/2021;396148;Curitiba;Sr. Luan Fernandes;Papete;Srta. Beatriz Pimenta;Masculino;PIX
14/06/2021;305730;São Paulo;Pedro Lucas da Luz;Mercurial;Mateus Camargo;Feminino;Cartão de crédito
29/06/2021;280484;São Paulo;Valentim da Paz;Tiririca;Aurora Moreira;Feminino;PIX
08/06/2021;201184;Belo Horizonte;Dr. Luan Borges;Beira Rio;Ísis Cardoso;Masculino;Cartão de débito
09/06/2021;838963;Rio de Janeiro;João da Luz;Cambio;Yan Ferreira;Feminino;Cartão de débito
11/06/2021;567987;São Paulo;Nathan Montenegro;Dunk;Fernanda Rodrigues;Feminino;Cartão de débito
20/06/2021;207432;Porto Alegre;Enzo Gabriel Guerra;Anabela;Henry Rodrigues;Masculino;Cartão de crédito
25/06/2021;653930;São Paulo;Theo da Cruz;Palace;Antonella Novais;Masculino;Cartão de débito
28/06/2021;436065;Curitiba;Oliver Sales;Rasteira;Esther Campos;Feminino;Cartão de débito
19/06/2021;438610;Rio de Janeiro;João da Luz;Mercurial;Benício Andrade;Masculino;Cartão de crédito
15/06/2021;892746;Belo Horizonte;Francisco Macedo;Palace;Benicio Farias;Feminino;PIX
02/06/2021;202295;Belo Horizonte;Maitê Jesus;Palace;Ryan das Neves;Masculino;Cartão de débito
17/06/2021;148333;Curitiba;Samuel das Neves;Melissa;Pietro Moraes;Feminino;Cartão de débito
17/06/2021;751147;Curitiba;Pedro Henrique Casa Grande;Palha;Anthony Porto;Feminino;Cartão de débito
11/06/2021;396950;Belo Horizonte;Clarice Nogueira;Predator;Dr. Ravy Moraes;Feminino;PIX
13/06/2021;964234;Curitiba;Oliver Sales;Papete;Davi Lucas Silveira;Masculino;Cartão de crédito
19/06/2021;986597;Rio de Janeiro;Dr. Breno Ramos;X;Fernando Almeida;Feminino;Cartão de crédito
14/06/2021;437776;Rio de Janeiro;Rafaela Rodrigues;Palha;Eduarda Alves;Masculino;PIX
06/06/2021;465568;São Paulo;Murilo Cavalcante;Blazer;Sr. João Gabriel Rodrigues;Masculino;PIX
15/06/2021;364234;Rio de Janeiro;Dr. Breno Ramos;X;Ágatha das Neves;Feminino;Cartão de crédito
29/06/2021;538955;São Paulo;Murilo Cavalcante;Havaianas;Igor Fogaça;Masculino;PIX
14/06/2021;562281;Curitiba;Luiz Henrique Nogueira;X;Yago Andrade;Feminino;Cartão de crédito
24/06/2021;937462;Porto Alegre;Mathias Leão;Vizzano;Ana Laura Moraes;Feminino;Cartão de débito
30/06/2021;634765;Curitiba;Sr. Luan Fernandes;Blazer;Manuela Correia;Feminino;Cartão de crédito
07/06/2021;332993;Belo Horizonte;Sr. Valentim Duarte;Schutz;Lara Martins;Feminino;Cartão de crédito
26/06/2021;143962;São Paulo;Valentim da Paz;Dunk;Isabella Correia;Feminino;PIX
20/06/2021;346738;São Paulo;Pietro Alves;Copa;Alexandre Moura;Masculino;PIX
20/06/2021;230393;Porto Alegre;Marina da Mota;Palace;Rebeca Pastor;Masculino;Cartão de crédito
02/06/2021;265987;Porto Alegre;Igor Porto;Rasteira;Lucas Gabriel Leão;Masculino;PIX
14/06/2021;143176;Curitiba;Luiz Henrique Nogueira;Topper;Sra. Ester Cirino;Masculino;PIX
28/06/2021;892841;São Paulo;Murilo Cavalcante;Havaianas;Gabriela Teixeira;Masculino;PIX
30/06/2021;460210;Rio de Janeiro;Pedro Aparecida;Cambio;Helena das Neves;Feminino;PIX
08/06/2021;742534;São Paulo;Theo da Cruz;Vermelha;Cauã Rodrigues;Masculino;Cartão de crédito
27/06/2021;974912;Belo Horizonte;Sr. Valentim Duarte;Topper;Brenda Alves;Masculino;PIX
26/06/2021;816773;Curitiba;Pedro Henrique Casa Grande;Anabela;Camila Borges;Feminino;Cartão de débito
10/06/2021;698832;Belo Horizonte;Maitê Jesus;Palace;Sarah Câmara;Feminino;Cartão de crédito
14/06/2021;153308;Rio de Janeiro;Leandro da Costa;Jordan;Davi Luiz Costa;Feminino;Cartão de débito
04/06/2021;160813;São Paulo;Dr. Lorenzo Camargo;Palace;Levi da Rocha;Feminino;PIX
01/06/2021;458666;São Paulo;Pedro Lucas da Luz;Papete;Pedro Novais;Masculino;Cartão de débito
13/06/2021;675666;Porto Alegre;Marina da Mota;Tiririca;Luana Sá;Feminino;PIX
28/06/2021;339442;Belo Horizonte;Francisco Macedo;Palace;Diego Campos;Masculino;PIX
14/06/2021;679084;Porto Alegre;Enzo Gabriel Guerra;X;João Gabriel Jesus;Feminino;PIX
04/06/2021;754846;Porto Alegre;Dr. Davi Luiz Rezende;X;Guilherme Silveira;Feminino;Cartão de crédito
30/06/2021;848930;Belo Horizonte;Sr. Valentim Duarte;Jordan;Léo Cunha;Masculino;PIX
11/06/2021;199565;Curitiba;Luiz Henrique Nogueira;Air Force 1;Sr. Mathias da Cunha;Masculino;Cartão de crédito
25/06/2021;927811;Rio de Janeiro;Dr. Luigi Nascimento;Melissa;Srta. Beatriz Siqueira;Feminino;Cartão de débito
08/06/2021;178873;São Paulo;Pedro Lucas da Luz;Papete;Otto Marques;Feminino;PIX
01/06/2021;948639;São Paulo;Nathan Montenegro;Tiririca;Emilly da Rocha;Feminino;PIX
10/06/2021;181652;Rio de Janeiro;João da Luz;X;Lorena Siqueira;Masculino;PIX
21/06/2021;457879;Porto Alegre;Isabelly Cirino;Melissa;Maria Luísa Pacheco;Masculino;Cartão de crédito
08/06/2021;992808;São Paulo;Pedro Lucas da Luz;Topper;Gustavo Macedo;Masculino;Cartão de débito
04/06/2021;563438;São Paulo;Pedro Lucas da Luz;Beira Rio;Stella Borges;Feminino;Cartão de débito
24/06/2021;365856;Rio de Janeiro;Dr. Breno Ramos;Nemeziz;Elisa Martins;Masculino;Cartão de débito
05/06/2021;473500;Porto Alegre;Marina da Mota;Mercurial;Bárbara Sampaio;Feminino;Cartão de crédito
12/06/2021;310876;Belo Horizonte;Dr. Marcelo Teixeira;Jordan;Stephany Aparecida;Masculino;Cartão de débito
30/06/2021;686978;Rio de Janeiro;Pedro Aparecida;Havaianas;Valentim da Conceição;Feminino;Cartão de débito
11/06/2021;240133;Rio de Janeiro;João Miguel Fonseca;Predator;Sr. Cauê da Cunha;Masculino;PIX
17/06/2021;950593;São Paulo;Murilo Cavalcante;Tiririca;Beatriz Peixoto;Masculino;Cartão de crédito
02/06/2021;800050;Porto Alegre;Enzo Gabriel Guerra;Dunk;Joana da Cunha;Masculino;Cartão de débito
22/06/2021;214075;Porto Alegre;Mathias Leão;Cambio;João Guilherme Viana;Feminino;Cartão de crédito
30/06/2021;287225;São Paulo;Pietro Alves;X;Dra. Stella Mendes;Masculino;Cartão de débito
21/06/2021;322408;Rio de Janeiro;Pedro Aparecida;Dunk;Luiz Otávio Mendonça;Masculino;PIX
26/06/2021;170526;Curitiba;Valentim Barbosa;Melissa;Ana Sophia da Rosa;Feminino;Cartão de crédito
20/06/2021;111738;Curitiba;Valentim Barbosa;Vizzano;Pedro Henrique Pires;Feminino;Cartão de crédito
07/06/2021;870632;Rio de Janeiro;Pedro Aparecida;Anabela;Sophia Rodrigues;Masculino;Cartão de débito
23/06/2021;328433;Porto Alegre;Enzo Gabriel Guerra;Air Force 1;Ana Laura Castro;Masculino;Cartão de débito
07/06/2021;350320;Belo Horizonte;Sr. Valentim Duarte;Havaianas;Letícia da Costa;Masculino;Cartão de crédito
21/06/2021;448400;Curitiba;Oliver Sales;Jordan;Mateus Pastor;Masculino;Cartão de crédito
19/06/2021;530185;Porto Alegre;Igor Porto;Rasteira;Sra. Lavínia Oliveira;Feminino;PIX
27/06/2021;131404;Rio de Janeiro;Dr. Breno Ramos;Havaianas;Noah Barbosa;Masculino;Cartão de débito
06/06/2021;637283;Curitiba;Sr. Luan Fernandes;Alpargata;Matteo Moraes;Masculino;PIX
02/06/2021;839467;Curitiba;Gael Henrique Siqueira;Alpargata;Sr. Samuel Brito;Masculino;Cartão de débito
10/06/2021;642424;São Paulo;Valentim da Paz;Palha;Isabela Macedo;Feminino;Cartão de débito
11/06/2021;468752;São Paulo;Nathan Montenegro;Palha;Hellena da Mata;Feminino;Cartão de crédito
08/06/2021;327703;Porto Alegre;Isabelly Cirino;Havaianas;Dr. Raul Azevedo;Feminino;Cartão de débito
26/06/2021;105537;Rio de Janeiro;Pedro Aparecida;X;Ana Beatriz Freitas;Masculino;PIX
09/07/2021;613851;Curitiba;Pedro Henrique Casa Grande;Melissa;Gabriela Peixoto;Masculino;Cartão de crédito
04/07/2021;276695;São Paulo;Pietro Alves;Vizzano;Cauê Pacheco;Masculino;PIX
18/07/2021;127703;Curitiba;Samuel das Neves;Papete;Luan Vargas;Feminino;Cartão de débito
29/07/2021;774886;Rio de Janeiro;Rafaela Rodrigues;Palace;Sr. Bruno Costela;Masculino;Cartão de débito
23/07/2021;751808;Curitiba;Sr. Luan Fernandes;Cambio;Nina Cirino;Masculino;Cartão de crédito
07/07/2021;673146;São Paulo;Pietro Alves;Tiririca;Ana Júlia Farias;Feminino;PIX
12/07/2021;791358;Porto Alegre;Mathias Leão;Palha;Isaac Moura;Feminino;Cartão de débito
14/07/2021;748716;Curitiba;Luiz Henrique Nogueira;Alpargata;Ana Gomes;Masculino;Cartão de débito
29/07/2021;527639;Belo Horizonte;Maitê Jesus;Blazer;Sr. Juan Fogaça;Feminino;Cartão de débito
09/07/2021;964867;Belo Horizonte;Thales Viana;Anabela;Sr. Valentim Nogueira;Feminino;PIX
07/07/2021;414242;Rio de Janeiro;Dr. Breno Ramos;Jordan;Maria Cecília Rocha;Feminino;Cartão de crédito
17/07/2021;335347;Porto Alegre;Marina da Mota;Schutz;Dr. Henrique Sá;Feminino;PIX
16/07/2021;706568;Curitiba;Valentim Barbosa;Havaianas;Paulo Azevedo;Masculino;Cartão de débito
10/07/2021;351673;Rio de Janeiro;Leandro da Costa;Vizzano;Emanuelly Nogueira;Feminino;PIX
05/07/2021;323389;Curitiba;Gael Henrique Siqueira;Vizzano;Liam das Neves;Masculino;PIX
31/07/2021;556215;Belo Horizonte;Francisco Macedo;Palace;Daniela Monteiro;Feminino;PIX
13/07/2021;769361;Porto Alegre;Dr. Davi Luiz Rezende;Copa;Heloisa Silveira;Feminino;PIX
12/07/2021;461507;Porto Alegre;Enzo Gabriel Guerra;Beira Rio;Liam Gomes;Feminino;Cartão de crédito
19/07/2021;459685;Belo Horizonte;Dr. Luan Borges;Jordan;Emanuella Carvalho;Masculino;Cartão de débito
27/07/2021;862396;Curitiba;Pedro Henrique Casa Grande;X;Arthur Gabriel Fernandes;Masculino;Cartão de débito
24/07/2021;187692;São Paulo;Theo da Cruz;Anabela;João Cunha;Feminino;Cartão de crédito
20/07/2021;424063;Belo Horizonte;Dr. Marcelo Teixeira;Havaianas;Srta. Eloah Camargo;Feminino;Cartão de crédito
23/07/2021;433753;Curitiba;Gael Henrique Siqueira;Jordan;Sra. Cecília Pacheco;Feminino;PIX
24/07/2021;146689;Porto Alegre;Davi Luiz Farias;Air Force 1;Augusto da Mata;Feminino;Cartão de débito
21/07/2021;184666;Rio de Janeiro;Dr. Breno Ramos;Cambio;Maya Sales;Feminino;PIX
23/07/2021;340764;Curitiba;Samuel das Neves;Copa;Davi Luiz Castro;Feminino;Cartão de débito
19/07/2021;378705;São Paulo;Pedro Lucas da Luz;Cambio;Anthony Cavalcanti;Masculino;Cartão de crédito
02/07/2021;161782;Porto Alegre;Isabelly Cirino;Havaianas;Luiz Fernando Cassiano;Feminino;Cartão de crédito
19/07/2021;198411;Porto Alegre;Davi Luiz Farias;Nemeziz;Henry Aparecida;Masculino;Cartão de crédito
22/07/2021;229175;Belo Horizonte;Dr. Luan Borges;Palace;Vitor Hugo Borges;Masculino;Cartão de débito
30/07/2021;709491;Belo Horizonte;Thales Viana;Dunk;Luiz Fernando Ramos;Masculino;Cartão de crédito
02/07/2021;744259;São Paulo;Dr. Lorenzo Camargo;Dunk;Dra. Carolina Garcia;Masculino;Cartão de crédito
12/07/2021;510142;Porto Alegre;Enzo Gabriel Guerra;Anabela;Srta. Ana Cecília Abreu;Masculino;Cartão de débito
16/07/2021;723244;Belo Horizonte;Clarice Nogueira;Nemeziz;Emanuella Moura;Masculino;PIX
20/07/2021;860645;Rio de Janeiro;Dr. Breno Ramos;Melissa;Letícia da Conceição;Feminino;Cartão de débito
16/07/2021;483530;Curitiba;Oliver Sales;Palha;Breno Ramos;Feminino;PIX
28/07/2021;553589;Rio de Janeiro;Dr. Breno Ramos;Schutz;Elisa Macedo;Feminino;PIX
06/07/2021;179093;Belo Horizonte;Maitê Jesus;Alpargata;Marina Sousa;Feminino;PIX
19/07/2021;887499;São Paulo;Valentim da Paz;Palace;Caio Barros;Feminino;Cartão de débito
11/07/2021;474475;Curitiba;Valentim Barbosa;Air Force 1;Theo Nascimento;Masculino;Cartão de crédito
29/07/2021;421797;Belo Horizonte;Maitê Jesus;Predator;Bruna Carvalho;Feminino;Cartão de débito
09/07/2021;990509;Belo Horizonte;Francisco Macedo;Predator;Ana Beatriz Carvalho;Masculino;Cartão de crédito
17/07/2021;168260;Porto Alegre;Davi Luiz Farias;Palace;Josué Moreira;Feminino;PIX
24/07/2021;220131;Porto Alegre;Mathias Leão;Melissa;Sofia Pinto;Feminino;PIX
08/07/2021;779410;Belo Horizonte;Maitê Jesus;Air Force 1;Pietro Martins;Masculino;Cartão de crédito
22/07/2021;177934;Curitiba;Luiz Henrique Nogueira;Jordan;Stephany Silva;Feminino;PIX
25/07/2021;267887;São Paulo;Pietro Alves;Topper;Bruno Lima;Feminino;Cartão de crédito
09/07/2021;145349;São Paulo;Theo da Cruz;Alpargata;Sophia Almeida;Masculino;Cartão de débito
12/07/2021;121409;São Paulo;Valentim da Paz;X;Mariah Aparecida;Feminino;PIX
